case_id,case_text_value_type,case_text,case_source,case_type,case_transaction_type,case_status,case_priority_level,date_time_created,date_time_closed,customer_tier
C01812,User-chatbot conversation,"['User: Hello I got charged to my card a bill', ""Chatbot: What is the card number and the amount if you don't mind to state?"", 'User: I cant disclose those information.', 'Chatbot: Are you the card holder?', 'User: Yes']",Phone,Credit Cards,Complaint,Assigned,High,2029-03-02 15:30:00+08:00,,High
C01813,Multiple messages,"['Hi, please let me know if there is an issue with the savings bank account?', 'It does not load on my end', 'Any help on this will be appreciated']",Facebook,Deposits,Complaint,New,High,2029-03-03 09:15:00+08:00,,Low
C01814,Single message,Do you offer credit cards?,Branch,Credit Cards,Inquiry,Closed,Low,2029-03-04 11:00:00+08:00,2029-03-04 11:30:00+08:00,Mid
C01815,Single message,Paki process naman ng refund. Thanks!,Phone,Credit Cards,Request,New,High,2029-03-05 14:45:00+08:00,,Low
C01816,Single message,"Good day, BPI! I'm interested in applying for a loan to expand my business. Could you tell me what the typical requirements are?",Email,Loans,Inquiry,New,Medium,2029-04-02 11:00:00+08:00,,Mid
C01817,User-chatbot conversation,"['User: Someone used my credit card', 'Chatbot: Did you authorize the following purchases in Lazada?', 'User: No I did not', 'Chatbot: And also there is a recent purchase of Samsung?', 'User: No']",Phone,Credit Cards,Complaint,Assigned,High,2029-04-03 15:30:00+08:00,,High
C01818,Multiple messages,"['Hey my bank is not working.', ""I can't see funds"", ""There's something wrong please help.""]",Facebook,Deposits,Complaint,New,High,2029-04-04 09:15:00+08:00,,Low
C01819,Single message,Do you allow multi currency?,Branch,Deposits,Inquiry,Closed,Low,2029-04-05 11:00:00+08:00,2029-04-05 11:30:00+08:00,Mid
C01820,Single message,Paano ko i activate yung card ko po?,Phone,Credit Cards,Request,New,Medium,2029-04-06 14:45:00+08:00,,Low
C01821,Single message,"Hi, I would like to inquire about the BPI personal loan.",Email,Loans,Inquiry,New,Medium,2029-05-07 11:00:00+08:00,,Mid
C01822,User-chatbot conversation,"['User: Hey there has been an fraudulent transaction.', 'Chatbot: Is this about the nike purchase?', 'User: Yes', 'Chatbot: We will refund the amount']",Phone,Credit Cards,Complaint,Assigned,High,2029-05-08 15:30:00+08:00,,High
C01823,Multiple messages,"['I cant seem to access the bank anymore', 'Please look at this', 'I need to make a payment.']",Facebook,Deposits,Complaint,New,High,2029-05-09 09:15:00+08:00,,Low
C01824,Single message,Paano mag apply for credit card,Branch,Credit Cards,Inquiry,New,Medium,2029-05-10 11:00:00+08:00,,Mid
C01825,Single message,Pwede pa ba mag transfer ng account,Phone,Deposits,Inquiry,New,Medium,2029-05-11 14:45:00+08:00,,Low
C01826,Single message,"Hello, I'm a small business owner, and I'm inquiring on what requirements are needed in order to get a business loan?",Email,Loans,Inquiry,New,Medium,2029-06-04 11:00:00+08:00,,Mid
C01827,User-chatbot conversation,"['User: I am being charged illegally', 'Chatbot: Okay, let me check on this and please wait', 'Chatbot: Okay is this about the HBO subscription?', ""User: I don't use HBO"", ""Chatbot: Okay i'll dispute this and credit it back to you""]",Phone,Credit Cards,Complaint,Assigned,High,2029-06-05 15:30:00+08:00,,High
C01828,Multiple messages,"['Is there something wrong?', ""My money didn't reflect with my savings account"", 'Can you assist to see what happens?']",Facebook,Deposits,Complaint,New,High,2029-06-06 09:15:00+08:00,,Low
C01829,Single message,How long does it take to process an application?,Branch,Loans,Inquiry,New,Low,2029-06-07 11:00:00+08:00,,Mid
C01830,Single message,How can I change my credit card limit,Phone,Credit Cards,Request,New,Medium,2029-06-08 14:45:00+08:00,,Low
C01831,Single message,"Good day, BPI! I'm planning to get a quick loan, and just want to check the required documents.",Email,Loans,Inquiry,New,Medium,2029-07-02 11:00:00+08:00,,Mid
C01832,User-chatbot conversation,"['User: My credit card was just suspended. What do I do?', 'Chatbot: Is this about the transaction in Singapore?', 'User: Yes, is there a way to fix this?', 'Chatbot: Please provide us a valid reason and purpose.']",Phone,Credit Cards,Complaint,Assigned,High,2029-07-03 15:30:00+08:00,,High
C01833,Multiple messages,"['My App keeps having trouble.', ""I can't make any transactions."", 'Please help out immediately']",Facebook,Deposits,Complaint,New,High,2029-07-04 09:15:00+08:00,,Low
C01834,Single message,Can I withdraw from a Rural Bank branch using my BPI debit card?,Branch,Deposits,Inquiry,Closed,Low,2029-07-05 11:00:00+08:00,2029-07-05 11:30:00+08:00,Mid
C01835,Single message,What are the features of bpi direct?,Email,Deposits,Inquiry,New,Low,2029-07-06 14:45:00+08:00,,Low
C01836,Single message,"Hello, I would like to apply for a housing loan. What requirements would I need for this?",Email,Loans,Inquiry,New,Medium,2029-08-02 11:00:00+08:00,,Mid
C01837,User-chatbot conversation,"['User: I need to report a credit card.', 'Chatbot: Is the card stolen or compromised?', 'User: It was stolen.', 'Chatbot: We are blocking your card and the new card will arrive']",Phone,Credit Cards,Request,Assigned,High,2029-08-03 15:30:00+08:00,,High
C01838,Multiple messages,"['What branches are open today?', ""I need to make a deposit but don't know where to go"", 'Please Help BPI!!!!!']",Facebook,Deposits,Inquiry,New,Low,2029-08-04 09:15:00+08:00,,Low
C01839,Single message,What are the charges if I send from my savings to BPI via online bank?,Email,Deposits,Inquiry,New,Low,2029-08-05 14:00:00+08:00,,Mid
C01840,Single message,How to get pre approved for a loan?,Branch,Loans,Inquiry,New,Medium,2029-08-06 11:00:00+08:00,,Low
C01841,Single message,"Good day, BPI! I'm interested in applying for a business expansion loan and would like to know more about the requirements.",Email,Loans,Inquiry,New,Medium,2029-09-03 11:00:00+08:00,,Mid
C01842,User-chatbot conversation,"[""User: My credit card doesn't work"", 'Chatbot: Is it still valid?', 'User: yes', 'Chatbot: Any pending transactions?', 'User: No']",Phone,Credit Cards,Complaint,Assigned,High,2029-09-04 15:30:00+08:00,,High
C01843,Multiple messages,"['I am unable to cash in via your partner outlet', 'Why am I unable to do so?', 'Please fix your app soon.']",Facebook,Deposits,Complaint,New,High,2029-09-05 09:15:00+08:00,,Low
C01844,Single message,"Hello, what are the different ways to transfer money from BPI to BPI?",Branch,Deposits,Inquiry,Closed,Low,2029-09-06 11:00:00+08:00,2029-09-06 11:30:00+08:00,Mid
C01845,Single message,How to apply installment for credit card,Phone,Credit Cards,Inquiry,New,Medium,2029-09-07 14:45:00+08:00,,Low
C01846,Single message,"Hello, I would like to apply for a BPI car loan. I'm already a client. What are the requirements?",Email,Loans,Inquiry,New,Medium,2029-10-01 11:00:00+08:00,,Mid
C01847,User-chatbot conversation,"[""User: Hey there's something fishy with my card"", 'Chatbot: Did you authorize this grab?', ""User: No it wasn't me"", 'Chatbot: Were you at the airport or do you have any travel plans?', 'User: No, can you freeze the card']",Phone,Credit Cards,Complaint,Assigned,High,2029-10-02 15:30:00+08:00,,High
C01848,Multiple messages,"['There is an issue with the transfer to my account', 'I was trying to transfer to another bank but it is not working', 'PLEASE HELP']",Facebook,Deposits,Complaint,New,High,2029-10-03 09:15:00+08:00,,Low
C01849,Single message,Does BPI provide assistance with paying my utilities,Branch,Deposits,Inquiry,Closed,Low,2029-10-04 11:00:00+08:00,2029-10-04 11:30:00+08:00,Mid
C01850,Single message,Hi paano mag avail ng ATM?,Phone,Deposits,Inquiry,New,Medium,2029-10-05 14:45:00+08:00,,Low
C01851,Single message,"Hello, I'm a business owner and am wondering what are the best loan types to get?",Email,Loans,Inquiry,New,Medium,2029-11-01 11:00:00+08:00,,Mid
C01852,User-chatbot conversation,"[""User: I was charged in a transaction in another country that isn't me."", 'Chatbot: Can you verify the date, please?', 'User: 11/02/2029', ""Chatbot: Thank you we will stop your card so this doesn't happen.""]",Phone,Credit Cards,Complaint,Assigned,High,2029-11-02 15:30:00+08:00,,High
C01853,Multiple messages,"['I am unable to see my transaction history online what is going on?', 'Please send me my history of all transactions.', '']",Facebook,Deposits,Complaint,New,High,2029-11-03 09:15:00+08:00,,Low
C01854,Single message,Ano requirements sa atm card?,Branch,Deposits,Inquiry,New,Low,2029-11-04 11:00:00+08:00,,Mid
C01855,Single message,Can I get a credit card online? please help,Phone,Credit Cards,Inquiry,New,Medium,2029-11-05 14:45:00+08:00,,Low
C01856,Single message,"Hi, I would like to inquire about the interest rates for a personal loan. Thanks",Email,Loans,Inquiry,New,Medium,2029-12-03 11:00:00+08:00,,Mid
C01857,User-chatbot conversation,"['User: My transaction was charged twice can you assist?', 'Chatbot: Can you provide the date where there was a double charge?', 'User: 2029/12/01', 'Chatbot: Do you know where this was charged?']",Phone,Credit Cards,Complaint,Assigned,High,2029-12-04 15:30:00+08:00,,High
C01858,Multiple messages,"['I cant deposit in your ATM.', 'It continues to say there is an error.', 'Can you fix this quickly?!']",Facebook,Deposits,Complaint,New,High,2029-12-05 09:15:00+08:00,,Low
C01859,Single message,How to transfer to paypal,Branch,Deposits,Inquiry,New,Low,2029-12-06 11:00:00+08:00,,Mid
C01860,Single message,Paano ako kukuha ng credit card?,Phone,Credit Cards,Inquiry,New,Medium,2029-12-07 14:45:00+08:00,,Low
C01861,Single message,"Hi, I'm wondering if I can still apply for a car loan before this month ends?",Email,Loans,Inquiry,New,Medium,2030-01-02 11:00:00+08:00,,Mid
C01862,User-chatbot conversation,"['User: I need to report a credit card.', 'Chatbot: Can you verify the number of the card and your date of birth?', 'User: 12/25/1990', 'Chatbot: Please tell us more about what you would like to report']",Phone,Credit Cards,Request,Assigned,High,2030-01-03 15:30:00+08:00,,High
C01863,Multiple messages,"['There is an issue with my transactions', 'Is there a way to reverse this?', ""I don't know what is going on""]",Facebook,Deposits,Complaint,New,High,2030-01-04 09:15:00+08:00,,Low
C01864,Single message,Gusto ko malaman ano ang need to open account?,Branch,Deposits,Inquiry,New,Medium,2030-01-05 11:00:00+08:00,,Mid
C01865,Single message,Where does the credit card be use?,Phone,Credit Cards,Inquiry,New,Low,2030-01-06 14:45:00+08:00,,Low
C01866,Single message,"Good day, BPI. What are the latest interest rates for your housing loans and how can I apply?",Email,Loans,Inquiry,New,Medium,2030-02-04 11:00:00+08:00,,Mid
C01867,User-chatbot conversation,"['User: My credit card has charges. I did not do this.', 'Chatbot: When did the purchase happen?', 'User: Today', 'Chatbot: Alright, we will freeze your card.']",Phone,Credit Cards,Complaint,Assigned,High,2030-02-05 15:30:00+08:00,,High
C01868,Multiple messages,"['Is your ATM working?', ""I can't withdraw money"", 'There is a system error.']",Facebook,Deposits,Complaint,New,High,2030-02-06 09:15:00+08:00,,Low
C01869,Single message,Do I need to enroll to transfer?,Branch,Deposits,Inquiry,New,Low,2030-02-07 11:00:00+08:00,,Mid
C01870,Single message,Paki reset ng login ko po,Phone,Deposits,Request,New,High,2030-02-08 14:45:00+08:00,,Low
C01871,Single message,"Hello, I'm wanting to apply for the BPI Personal Loan. May I ask what the payment terms are?",Email,Loans,Inquiry,New,Medium,2030-03-04 11:00:00+08:00,,Mid
C01872,User-chatbot conversation,"['User: My card does not work anymore what can I do', 'Chatbot: Did you make any recent transaction?', 'User: Yes, just now.', 'Chatbot: Can you verify to this charge?']",Phone,Credit Cards,Complaint,Assigned,High,2030-03-05 15:30:00+08:00,,High
C01873,Multiple messages,"[""I can't see my money on the BPI App. Help!!"", 'I need to know where my money is.', '']",Facebook,Deposits,Complaint,New,High,2030-03-06 09:15:00+08:00,,Low
C01874,Single message,What are the pros of having a savings account?,Branch,Deposits,Inquiry,New,Low,2030-03-07 11:00:00+08:00,,Mid
C01875,Single message,Pwede pa mag request ng atm online?,Phone,Deposits,Inquiry,New,Medium,2030-03-08 14:45:00+08:00,,Low
C01876,Single message,"Good day, BPI! I'm a small business owner looking to expand and was hoping to apply for a loan. What would I need?",Email,Loans,Inquiry,New,Medium,2030-04-01 11:00:00+08:00,,Mid
C01877,User-chatbot conversation,"['User: It says I have a payment due but I already paid.', 'Chatbot: Can you provide a screenshot please?', 'User: Yes here', 'Chatbot: Let us look at this']",Phone,Credit Cards,Complaint,Assigned,High,2030-04-02 15:30:00+08:00,,High
C01878,Multiple messages,"['I am having problems with the app', 'Can you help get my account back ASAP', ""It doesn't let me log on to it, so I can't pay""]",Facebook,Deposits,Complaint,New,High,2030-04-03 09:15:00+08:00,,Low
C01879,Single message,"Hi there, can I transfer from bpi direct?",Branch,Deposits,Inquiry,New,Low,2030-04-04 11:00:00+08:00,,Mid
C01880,Single message,Hi ano po ang requirements for BPI credit card?,Phone,Credit Cards,Inquiry,New,Medium,2030-04-05 14:45:00+08:00,,Low
C01881,Single message,"Hello, I would like to apply for a quick cash loan. Are there different interest rate options?",Email,Loans,Inquiry,New,Medium,2030-05-06 11:00:00+08:00,,Mid
C01882,User-chatbot conversation,"['User: I think I am being scammed?', 'Chatbot: Is there a money involved.', 'User: Yes. A lot', 'Chatbot: Please verify if your account is really you.']",Phone,Deposits,Complaint,Assigned,High,2030-05-07 15:30:00+08:00,,High
C01883,Multiple messages,"['Bakit diko magamit yung credit card ko?', 'Is my credit card locked???', 'Urgent']",Facebook,Credit Cards,Complaint,New,High,2030-05-08 09:15:00+08:00,,Low
C01884,Single message,May I know where to deposit sa BPI for gcash,Branch,Deposits,Inquiry,New,Low,2030-05-09 11:00:00+08:00,,Mid
C01885,Single message,paano mag apply car loan bpi,Phone,Loans,Inquiry,New,Medium,2030-05-10 14:45:00+08:00,,Low
C01886,Single message,"Good day, BPI! I'm interested in applying for a personal equity loan and would like to know what the requirements are.",Email,Loans,Inquiry,New,Medium,2030-06-03 11:00:00+08:00,,Mid
C01887,User-chatbot conversation,"['User: My credit card just charged in a different country?', ""Chatbot: Is this the first time you've used this card?"", 'User: yes', 'Chatbot: please wait one moment and we will give you the correct department']",Phone,Credit Cards,Complaint,Assigned,High,2030-06-04 15:30:00+08:00,,High
C01888,Multiple messages,"['My money did not appear in the account why is this', 'I need help right away', 'I want this issue sorted fast thanks']",Facebook,Deposits,Complaint,New,High,2030-06-05 09:15:00+08:00,,Low
C01889,Single message,Hello do you have promos with online shops,Email,Credit Cards,Inquiry,New,Low,2030-06-06 14:45:00+08:00,,Mid
